Point,PointYear,TransectNum,Grid,Stratum,Season,DATE,StratumYear,TransectVisitObserver,gc_shrub_50m,shrub_height_50m,gc_grass_50m,grass_height_50m,gc_forb_50m,gc_bare_50m,gc_litter_50m,gc_woody_50m,gc_tumbleweed_50m,gc_other_50m,gc_grass_nubs_50m,shrub_cover,primaryHabitat,gc_shrub_05m,shrub_height_05m,gc_grass_05m,grass_height_05m,gc_forb_05m,gc_bare_05m,gc_litter_05m,gc_woody_05m,gc_tumbleweed_05m,gc_other_05m,gc_grass_nubs_05m,grass_species_1,grass_species_1_pct,grass_species_2,grass_species_2_pct,GrassSpecies1ScientificName,GrassSpecies1CommonName,GrassSpecies1Code2,GrassSpecies1Code6,GrassSpecies2ScientificName,GrassSpecies2CommonName,GrassSpecies2Code2,GrassSpecies2Code6,ShrubLayerCode6_1,ShrubLayerSpeciesAbundance_1,ShrubLayerCommonName_1,ShrubLayerScientificName_1,ShrubLayerCode6_2,ShrubLayerSpeciesAbundance_2,ShrubLayerCommonName_2,ShrubLayerScientificName_2
HC6-202,2019-HC6-202,HC6-2,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,5,50,20,55,5,54,5,1,0,10,0,1,GR,1,50,5,45,5,72,5,1,1,10,0,19,85,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,60,NA,Nolina texana,YUCELA,35,Soaptree Yucca,Yucca elata
HC6-204,2019-HC6-204,HC6-2,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,1,75,20,55,5,48,5,1,0,20,0,1,GR,5,75,10,55,1,69,5,0,0,10,0,6,70,19,25,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,80,Soaptree Yucca,Yucca elata,NOLTEX,15,NA,Nolina texana
HC6-206,2019-HC6-206,HC6-2,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,5,50,10,60,5,59,5,5,1,10,0,1,GR,1,50,5,50,5,82,5,0,1,1,0,39,75,6,20,Eriogonum sp.,NA,E2,ERI_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,70,Soaptree Yucca,Yucca elata,NOLTEX,25,NA,Nolina texana
HC6-208,2019-HC6-208,HC6-2,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,10,150,10,65,1,71,5,1,1,1,0,5,GR,5,125,10,55,0,83,1,0,0,1,0,19,65,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,70,Soaptree Yucca,Yucca elata,PROGLA,25,Honey Mesquite,Prosopis glandulosa
HC6-302,2019-HC6-302,HC6-3,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,1,100,10,60,5,67,5,1,1,10,0,1,GR,1,75,5,58,5,68,10,0,0,10,1,6,80,19,15,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,80,Soaptree Yucca,Yucca elata,NOLTEX,15,NA,Nolina texana
HC6-304,2019-HC6-304,HC6-3,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,5,75,5,55,10,68,5,1,1,5,0,1,GR,1,50,1,45,10,81,5,0,1,1,0,39,70,6,20,Eriogonum sp.,NA,E2,ERI_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,85,NA,Nolina texana,PROGLA,10,Honey Mesquite,Prosopis glandulosa
HC6-306,2019-HC6-306,HC6-3,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,1,50,5,45,20,57,5,1,1,10,0,1,GR,1,50,1,35,20,67,5,0,1,5,0,6,90,19,5,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,60,Soaptree Yucca,Yucca elata,EPHTRI,25,Mormon Tea,Ephedra trifurca
HC6-308,2019-HC6-308,HC6-3,HC6,HC,2019,"jueves, 31 de enero de 2019",HC-2019,IGONZ,1,5,1,25,20,61,5,1,1,10,0,1,GR,0,NA,1,20,20,68,5,0,1,5,0,6,90,19,5,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,EPHTRI,85,Mormon Tea,Ephedra trifurca,LARTRI,10,Creosote,Larrea tridentata
HC7-102,2019-HC7-102,HC7-1,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,1,125,30,50,1,33,5,0,0,30,0,5,GR,10,100,25,50,1,33,1,0,0,30,0,19,90,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,RHUMIC,20,Littleleaf Sumac,Rhus microphylla,NOLTEX,80,NA,Nolina texana
HC7-104,2019-HC7-104,HC7-1,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,1,125,35,40,1,28,5,0,0,30,0,5,GR,1,75,30,45,1,32,5,1,0,30,0,19,80,10,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,NOLTEX,90,NA,Nolina texana,MIMBIU,10,Catclaw Mimosa,Mimosa biuncifera
HC7-106,2019-HC7-106,HC7-1,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,1,100,20,30,1,43,5,0,0,30,0,1,GR,1,50,15,30,1,58,5,0,0,20,0,19,70,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,90,NA,Nolina texana,MIMBIU,10,Catclaw Mimosa,Mimosa biuncifera
HC7-108,2019-HC7-108,HC7-1,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,1,100,33,40,1,30,5,0,0,30,0,1,GR,1,75,35,40,1,28,5,0,0,30,0,19,60,10,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,NOLTEX,70,NA,Nolina texana,MIMBIU,30,Catclaw Mimosa,Mimosa biuncifera
HC7-202,2019-HC7-202,HC7-2,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,10,125,20,35,1,77,1,0,0,1,0,15,GR,1,50,5,25,0,92,1,0,0,0,1,19,50,56,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Panicum sp.,NA,PS,PAN_SP,YUCELA,50,Soaptree Yucca,Yucca elata,MIMBIU,50,Catclaw Mimosa,Mimosa biuncifera
HC7-204,2019-HC7-204,HC7-2,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,5,100,30,45,1,44,5,0,0,15,0,10,GR,10,75,18,40,1,55,1,0,0,15,0,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,70,NA,Nolina texana,MIMBIU,30,Catclaw Mimosa,Mimosa biuncifera
HC7-206,2019-HC7-206,HC7-2,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,5,125,5,20,1,79,5,0,0,5,0,10,GR,10,150,5,30,1,29,5,0,50,0,0,19,70,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,60,NA,Nolina texana,MIMBIU,40,Catclaw Mimosa,Mimosa biuncifera
HC7-208,2019-HC7-208,HC7-2,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,5,100,25,40,1,39,5,0,0,25,0,10,GR,5,75,30,40,0,20,5,0,0,40,0,19,70,10,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,NOLTEX,70,NA,Nolina texana,MIMBIU,30,Catclaw Mimosa,Mimosa biuncifera
HC7-302,2019-HC7-302,HC7-3,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,1,NA,30,15,1,59,5,0,0,0,0,10,GR,0,0,30,10,1,48,20,1,0,0,0,19,70,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,QUE_SP,60,Oak,Quercus sp.,MIMBIU,30,Catclaw Mimosa,Mimosa biuncifera
HC7-304,2019-HC7-304,HC7-3,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,5,200,30,45,1,54,5,0,0,5,0,10,GR,0,0,5,20,0,92,1,1,1,0,0,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,70,NA,Nolina texana,MIMBIU,30,Catclaw Mimosa,Mimosa biuncifera
HC7-306,2019-HC7-306,HC7-3,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,1,50,5,10,0,79,5,5,0,0,5,1,GR,0,0,5,5,0,88,1,1,0,0,5,19,100,NA,NA,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP, ,NA,NA,      ,MIM_SP,80,Catclaw Mimosa,Mimosa sp.,MIMBIU,20,Catclaw Mimosa,Mimosa biuncifera
HC7-308,2019-HC7-308,HC7-3,HC7,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,ACT,1,75,35,45,1,41,1,0,1,20,0,1,GR,0,0,20,40,1,43,5,0,1,30,0,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,90,NA,Nolina texana,MIMBIU,10,Catclaw Mimosa,Mimosa biuncifera
HC8-102,2019-HC8-102,HC8-1,HC8,HC,2019,"jueves, 31 de enero de 2019",HC-2019,DPO,1,100,40,30,1,32,20,0,5,1,0,5,GR,0,NA,40,30,1,47,10,0,1,1,0,6,70,19,20,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,40,Honey Mesquite,Prosopis glandulosa,YUCELA,55,Soaptree Yucca,Yucca elata
HC8-104,2019-HC8-104,HC8-1,HC8,HC,2019,"jueves, 31 de enero de 2019",HC-2019,DPO,5,125,40,30,1,31,20,1,1,1,0,5,GR,5,125,30,35,1,58,5,0,0,1,0,19,80,11,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,PROGLA,30,Honey Mesquite,Prosopis glandulosa,YUCELA,50,Soaptree Yucca,Yucca elata
HC8-106,2019-HC8-106,HC8-1,HC8,HC,2019,"jueves, 31 de enero de 2019",HC-2019,DPO,5,125,10,25,5,54,10,1,10,5,0,20,GR,1,25,10,20,1,71,10,1,5,1,0,59,90,19,10,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,50,Honey Mesquite,Prosopis glandulosa,EPHTRI,40,Mormon Tea,Ephedra trifurca
HC8-108,2019-HC8-108,HC8-1,HC8,HC,2019,"jueves, 31 de enero de 2019",HC-2019,DPO,1,100,23,45,5,50,10,1,0,10,0,1,GR,1,50,20,35,1,62,5,1,0,10,0,19,50,39,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Eriogonum sp.,NA,E2,ERI_SP,YUCELA,70,Soaptree Yucca,Yucca elata,NOLTEX,30,NA,Nolina texana
HC8-202,2019-HC8-202,HC8-2,HC8,HC,2019,"jueves, 31 de enero de 2019",HC-2019,DPO,1,50,30,40,1,37,10,1,0,20,0,1,GR,1,50,40,30,1,28,20,0,0,10,0,19,100,NA,NA,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP, ,NA,NA,      ,NOLTEX,89,NA,Nolina texana,CONERI,10,Javelina Bush,Condalia ericoides
HC8-204,2019-HC8-204,HC8-2,HC8,HC,2019,"jueves, 31 de enero de 2019",HC-2019,DPO,1,50,30,45,1,41,5,1,0,20,0,1,GR,0,NA,20,20,5,60,5,0,0,10,0,39,65,56,30,Eriogonum sp.,NA,E2,ERI_SP,Panicum sp.,NA,PS,PAN_SP,MORSCA,50,NA,Mortoria scabrella,YUCELA,40,Soaptree Yucca,Yucca elata
HC8-206,2019-HC8-206,HC8-2,HC8,HC,2019,"jueves, 31 de enero de 2019",HC-2019,DPO,10,150,50,25,1,17,10,1,10,1,0,20,GR,1,50,30,25,1,45,20,1,1,1,0,6,70,56,20,Aristida sp.,Aristida sp,AR,ARI_SP,Panicum sp.,NA,PS,PAN_SP,PROGLA,30,Honey Mesquite,Prosopis glandulosa,YUCELA,40,Soaptree Yucca,Yucca elata
HC8-208,2019-HC8-208,HC8-2,HC8,HC,2019,"viernes, 1 de febrero de 2019",HC-2019,DPO,1,125,10,45,10,63,5,1,0,10,0,1,GR,1,50,10,1,1,63,5,0,0,20,0,19,95,39,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Eriogonum sp.,NA,E2,ERI_SP,PROGLA,30,Honey Mesquite,Prosopis glandulosa,YUCELA,70,Soaptree Yucca,Yucca elata
HC8-302,2019-HC8-302,HC8-3,HC8,HC,2019,"viernes, 1 de febrero de 2019",HC-2019,DPO,1,100,30,40,1,51,5,1,1,10,0,1,GR,0,NA,20,30,5,59,5,1,0,10,0,19,70,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,79,Soaptree Yucca,Yucca elata,EPHTRI,20,Mormon Tea,Ephedra trifurca
HC8-304,2019-HC8-304,HC8-3,HC8,HC,2019,"viernes, 1 de febrero de 2019",HC-2019,DPO,1,100,47,35,1,30,10,1,0,10,0,1,GR,0,NA,60,35,1,24,10,0,0,5,0,19,89,56,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Panicum sp.,NA,PS,PAN_SP,YUCELA,94,Soaptree Yucca,Yucca elata,NOLTEX,5,NA,Nolina texana
HC8-306,2019-HC8-306,HC8-3,HC8,HC,2019,"viernes, 1 de febrero de 2019",HC-2019,DPO,1,125,30,50,1,55,1,1,1,10,0,1,GR,1,150,20,20,1,66,1,1,0,10,0,39,50,19,40,Eriogonum sp.,NA,E2,ERI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,1,Honey Mesquite,Prosopis glandulosa,YUCELA,98,Soaptree Yucca,Yucca elata
HC8-308,2019-HC8-308,HC8-3,HC8,HC,2019,"viernes, 1 de febrero de 2019",HC-2019,DPO,1,125,40,25,1,50,1,1,5,1,0,5,GR,0,NA,50,10,1,47,1,0,0,1,0,19,90,11,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,PROGLA,94,Honey Mesquite,Prosopis glandulosa,YUCELA,5,Soaptree Yucca,Yucca elata
HC9-102,2019-HC9-102,HC9-1,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,5,175,46,40,1,40,5,1,0,1,1,10,GR,5,50,10,35,0,78,5,1,0,1,0,19,90,11,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,ALOGRA,60,NA,Aloyssia gratissima,PROGLA,30,Honey Mesquite,Prosopis glandulosa
HC9-104,2019-HC9-104,HC9-1,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,1,125,40,30,1,46,5,5,0,1,1,5,GR,5,50,50,30,1,37,5,1,0,1,0,19,80,44,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,PROGLA,60,Honey Mesquite,Prosopis glandulosa,OPUIMB,20,"Tree Cholla, Walkingstick Cholla",Opuntia imbricata
HC9-106,2019-HC9-106,HC9-1,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,1,75,40,40,1,46,10,1,0,1,0,1,GR,0,NA,50,30,1,42,5,0,0,1,1,19,94,6,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,50,Soaptree Yucca,Yucca elata,EPHTRI,40,Mormon Tea,Ephedra trifurca
HC9-108,2019-HC9-108,HC9-1,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,1,7,46,30,1,40,10,1,0,1,0,1,GR,0,NA,40,25,0,54,5,0,0,1,0,19,94,6,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,70,Soaptree Yucca,Yucca elata,EPHTRI,20,Mormon Tea,Ephedra trifurca
HC9-202,2019-HC9-202,HC9-2,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,1,100,31,40,1,60,5,0,0,1,0,1,GR,1,100,32,40,0,60,5,0,0,1,1,19,94,6,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPHTRI,55,Mormon Tea,Ephedra trifurca,YUCELA,40,Soaptree Yucca,Yucca elata
HC9-204,2019-HC9-204,HC9-2,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,1,75,30,40,5,53,10,0,0,1,0,1,GR,0,NA,20,40,0,69,10,0,0,1,0,19,70,39,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Eriogonum sp.,NA,E2,ERI_SP,NOLTEX,59,NA,Nolina texana,EPHTRI,40,Mormon Tea,Ephedra trifurca
HC9-206,2019-HC9-206,HC9-2,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,5,100,31,45,1,50,10,1,0,1,1,5,GR,5,100,10,45,1,62,20,0,0,1,1,6,75,19,20,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,50,Soaptree Yucca,Yucca elata,NOLTEX,30,NA,Nolina texana
HC9-208,2019-HC9-208,HC9-2,HC9,HC,2019,"sábado, 2 de febrero de 2019",HC-2019,DPO,1,75,44,45,1,40,10,1,1,1,1,1,GR,0,NA,50,35,1,39,10,0,0,0,0,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,50,Soaptree Yucca,Yucca elata,CONERI,40,Javelina Bush,Condalia ericoides
HC9-302,2019-HC9-302,HC9-3,HC9,HC,2019,"domingo, 3 de febrero de 2019",HC-2019,DPO,1,50,30,35,1,45,20,1,0,1,1,1,GR,0,NA,30,35,1,58,10,0,0,1,0,6,70,60,20,Aristida sp.,Aristida sp,AR,ARI_SP,Setaria sp.,NA,SS,SET_SP,NOLTEX,55,NA,Nolina texana,EPHTRI,40,Mormon Tea,Ephedra trifurca
HC9-304,2019-HC9-304,HC9-3,HC9,HC,2019,"domingo, 3 de febrero de 2019",HC-2019,DPO,1,50,40,35,1,49,5,1,1,1,1,1,GR,1,50,20,35,1,66,10,0,0,1,1,6,65,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,89,Javelina Bush,Condalia ericoides,EPHTRI,10,Mormon Tea,Ephedra trifurca
HC9-306,2019-HC9-306,HC9-3,HC9,HC,2019,"domingo, 3 de febrero de 2019",HC-2019,DPO,1,75,40,50,1,44,10,1,1,1,1,1,GR,0,NA,20,40,1,62,10,0,1,5,1,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,PROGLA,10,Honey Mesquite,Prosopis glandulosa,CONERI,90,Javelina Bush,Condalia ericoides
HC9-308,2019-HC9-308,HC9-3,HC9,HC,2019,"domingo, 3 de febrero de 2019",HC-2019,DPO,1,175,20,35,1,60,10,1,1,5,1,5,GR,0,NA,20,10,1,75,1,0,1,1,1,19,95,11,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,PROGLA,70,Honey Mesquite,Prosopis glandulosa,OPUIMB,20,"Tree Cholla, Walkingstick Cholla",Opuntia imbricata
HT10-102,2019-HT10-102,HT10-1,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,5,175,5,25,1,79,5,0,5,0,0,NA,GR,1,100,1,25,1,87,5,0,5,0,0,6,100,NA,NA,Aristida sp.,Aristida sp,AR,ARI_SP, ,NA,NA,      ,FLOCER,70,Tarbush,Flourensia cernua,KOESPI,30,Allthorn,Koeberlinia spinosa
HT10-104,2019-HT10-104,HT10-1,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,1,100,30,25,NA,5,62,1,1,0,0,NA,GR,1,75,43,45,1,54,1,0,0,0,0,59,70,19,30,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,20,Tarbush,Flourensia cernua,PROGLA,80,Honey Mesquite,Prosopis glandulosa
HT10-106,2019-HT10-106,HT10-1,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,1,100,45,55,5,48,1,0,0,0,0,NA,GR,5,75,30,35,1,59,5,0,0,0,0,57,80,19,20,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,30,Tarbush,Flourensia cernua,PROGLA,70,Honey Mesquite,Prosopis glandulosa
HT10-108,2019-HT10-108,HT10-1,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,5,125,20,50,1,72,1,0,1,0,0,NA,GR,5,75,5,30,1,87,1,0,1,0,0,57,70,19,30,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ACA_SP,40,Acacia,Acacia sp.,PROGLA,60,Honey Mesquite,Prosopis glandulosa
HT10-202,2019-HT10-202,HT10-2,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,10,75,30,30,5,54,0,0,1,0,0,NA,GR,5,50,10,20,1,83,0,1,0,0,0,59,80,57,20,Scleropogon brevifolius,NA,SB,SCLBRE,Pleuraphis mutica,NA,PM,PLEMUT,FLOCER,80,Tarbush,Flourensia cernua,ACA_SP,20,Acacia,Acacia sp.
HT10-204,2019-HT10-204,HT10-2,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,5,125,40,35,1,52,1,1,0,0,0,NA,GR,10,75,10,25,1,74,5,0,0,0,0,57,50,19,50,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,90,Tarbush,Flourensia cernua,KOESPI,10,Allthorn,Koeberlinia spinosa
HT10-206,2019-HT10-206,HT10-2,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,5,50,30,40,1,64,0,0,0,0,0,NA,GR,5,75,35,45,0,59,1,0,0,0,0,57,60,59,40,Pleuraphis mutica,NA,PM,PLEMUT,Scleropogon brevifolius,NA,SB,SCLBRE,FLOCER,90,Tarbush,Flourensia cernua,ACA_SP,10,Acacia,Acacia sp.
HT10-208,2019-HT10-208,HT10-2,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,10,125,15,30,1,73,1,0,0,0,0,NA,DS,15,NA,5,NA,5,70,5,0,0,0,0,59,80,19,20,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ACA_SP,60,Acacia,Acacia sp.,PROGLA,40,Honey Mesquite,Prosopis glandulosa
HT10-302,2019-HT10-302,HT10-3,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,10,125,25,40,1,63,1,0,0,0,0,NA,GR,5,50,5,20,0,87,1,1,0,0,1,30,70,56,30,Enneapogon sp.,NA,ES,ENN_SP,Panicum sp.,NA,PS,PAN_SP,FLOCER,90,Tarbush,Flourensia cernua,PROGLA,10,Honey Mesquite,Prosopis glandulosa
HT10-304,2019-HT10-304,HT10-3,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,10,150,25,40,1,57,1,1,5,0,0,NA,GR,5,50,10,20,1,83,1,0,0,0,0,19,90,59,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,NA,SB,SCLBRE,FLOCER,80,Tarbush,Flourensia cernua,ACA_SP,20,Acacia,Acacia sp.
HT10-306,2019-HT10-306,HT10-3,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,5,75,35,35,1,57,0,1,0,0,1,NA,GR,1,50,5,30,0,93,0,0,0,0,1,57,80,59,20,Pleuraphis mutica,NA,PM,PLEMUT,Scleropogon brevifolius,NA,SB,SCLBRE,FLOCER,80,Tarbush,Flourensia cernua,ACA_SP,20,Acacia,Acacia sp.
HT10-308,2019-HT10-308,HT10-3,HT10,HT,2019,"jueves, 24 de enero de 2019",HT-2019,ACT,5,100,20,30,1,70,1,1,0,1,1,NA,GR,1,40,20,40,1,78,0,0,0,0,0,57,90,19,10,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ACA_SP,60,Acacia,Acacia sp.,FLOCER,40,Tarbush,Flourensia cernua
HT1-102,2019-HT1-102,HT1-1,HT1,HT,2019,"viernes, 18 de enero de 2019",HT-2019,SORUE,10,50,20,45,1,68,0,1,0,0,0,10,SH,1,50,5,15,0,94,0,0,0,0,0,59,90,6,10,Scleropogon brevifolius,NA,SB,SCLBRE,Aristida sp.,Aristida sp,AR,ARI_SP,PROGLA,40,Honey Mesquite,Prosopis glandulosa,FLOCER,60,Tarbush,Flourensia cernua
HT1-104,2019-HT1-104,HT1-1,HT1,HT,2019,"viernes, 18 de enero de 2019",HT-2019,SORUE,5,50,30,35,1,63,0,1,0,0,0,5,GR,5,50,5,30,1,87,1,1,0,0,0,19,60,59,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,NA,SB,SCLBRE,PROGLA,60,Honey Mesquite,Prosopis glandulosa,FLOCER,30,Tarbush,Flourensia cernua
HT1-106,2019-HT1-106,HT1-1,HT1,HT,2019,"viernes, 18 de enero de 2019",HT-2019,SORUE,20,125,20,30,5,45,10,0,0,0,0,20,SH,10,150,65,15,5,10,10,0,0,0,0,56,90,19,10,Panicum sp.,NA,PS,PAN_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,70,Honey Mesquite,Prosopis glandulosa,KOESPI,20,Allthorn,Koeberlinia spinosa
HT1-108,2019-HT1-108,HT1-1,HT1,HT,2019,"viernes, 18 de enero de 2019",HT-2019,SORUE,10,125,30,25,0,59,0,0,1,0,0,10,GR,5,50,5,20,0,89,1,0,0,0,0,19,60,59,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,NA,SB,SCLBRE,PROGLA,90,Honey Mesquite,Prosopis glandulosa,KOESPI,10,Allthorn,Koeberlinia spinosa
HT1-202,2019-HT1-202,HT1-2,HT1,HT,2019,"viernes, 18 de enero de 2019",HT-2019,SORUE,1,100,30,30,0,68,0,0,1,0,0,1,GR,5,125,10,20,0,85,0,0,0,0,0,57,80,19,20,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,90,Honey Mesquite,Prosopis glandulosa,KOESPI,10,Allthorn,Koeberlinia spinosa
